
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0,,Surface,8,Image 1,1,0,
107.643,,Surface,8,Image 1,1,1,
129.543,,Surface,8,Image 1,1,2,
0,,Surface,8,Image 1,1,3,
0,,Surface,8,Image 1,1,4,
776.626,,Surface,8,Image 1,1,5,
99.6117,,Surface,8,Image 1,1,6,
498.318,,Surface,8,Image 1,1,7,
0,,Surface,8,Image 1,1,8,
56.9218,,Surface,8,Image 1,1,9,
132.247,,Surface,8,Image 1,1,10,
2497.98,,Surface,8,Image 1,1,11,
0,,Surface,8,Image 1,1,12,
39.4648,,Surface,8,Image 1,1,13,
6.95393,,Surface,8,Image 1,1,14,
7.37802,,Surface,8,Image 1,1,15,
165.18,,Surface,8,Image 1,1,16,
13.3675,,Surface,8,Image 1,1,17,
0,,Surface,8,Image 1,1,18,
