
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
206.158,180.977,10.5832,um,Surface,Position,1,0,
298.326,313.86,8.80152,um,Surface,Position,1,1,
317.668,273.309,17.0969,um,Surface,Position,1,2,
237.448,330.698,10.1065,um,Surface,Position,1,3,
327.573,199.915,9.20805,um,Surface,Position,1,4,
292.698,153.577,19.5447,um,Surface,Position,1,5,
141.676,276.285,17.8495,um,Surface,Position,1,6,
110.161,300.163,18.8273,um,Surface,Position,1,7,
74.567,331.71,7.3101,um,Surface,Position,1,8,
280.165,107.634,19.326,um,Surface,Position,1,9,
155.899,238.123,10.2912,um,Surface,Position,1,10,
10.9875,331.161,9.0714,um,Surface,Position,1,11,
271.563,71.4339,9.26261,um,Surface,Position,1,12,
120.163,224.099,9.86049,um,Surface,Position,1,13,
33.3671,194.116,6.70927,um,Surface,Position,1,14,
174.348,40.7547,11.0819,um,Surface,Position,1,15,
56.5999,129.102,13.87,um,Surface,Position,1,16,
70.6909,64.453,8.832,um,Surface,Position,1,17,
