
Intensity StdDev Ch=7 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1051.03,,Surface,7,Image 1,1,0,
102.433,,Surface,7,Image 1,1,1,
0,,Surface,7,Image 1,1,2,
140.139,,Surface,7,Image 1,1,3,
50.6367,,Surface,7,Image 1,1,4,
3338.05,,Surface,7,Image 1,1,5,
1203.44,,Surface,7,Image 1,1,6,
0,,Surface,7,Image 1,1,7,
0,,Surface,7,Image 1,1,8,
0,,Surface,7,Image 1,1,9,
910.652,,Surface,7,Image 1,1,10,
0,,Surface,7,Image 1,1,11,
1338.59,,Surface,7,Image 1,1,12,
327.06,,Surface,7,Image 1,1,13,
377.914,,Surface,7,Image 1,1,14,
483.785,,Surface,7,Image 1,1,15,
0,,Surface,7,Image 1,1,16,
0,,Surface,7,Image 1,1,17,
