
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
8,,Surface,2,Image 1,1,0,
53,,Surface,2,Image 1,1,1,
15,,Surface,2,Image 1,1,2,
17,,Surface,2,Image 1,1,3,
31,,Surface,2,Image 1,1,4,
44,,Surface,2,Image 1,1,5,
21,,Surface,2,Image 1,1,6,
33,,Surface,2,Image 1,1,7,
39,,Surface,2,Image 1,1,8,
33,,Surface,2,Image 1,1,9,
113,,Surface,2,Image 1,1,10,
5,,Surface,2,Image 1,1,11,
2,,Surface,2,Image 1,1,12,
43,,Surface,2,Image 1,1,13,
121,,Surface,2,Image 1,1,14,
19,,Surface,2,Image 1,1,15,
7,,Surface,2,Image 1,1,16,
14,,Surface,2,Image 1,1,17,
