
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
148,,Surface,3,Image 1,1,0,
490,,Surface,3,Image 1,1,1,
476,,Surface,3,Image 1,1,2,
346,,Surface,3,Image 1,1,3,
305,,Surface,3,Image 1,1,4,
203,,Surface,3,Image 1,1,5,
271,,Surface,3,Image 1,1,6,
214,,Surface,3,Image 1,1,7,
464,,Surface,3,Image 1,1,8,
230,,Surface,3,Image 1,1,9,
508,,Surface,3,Image 1,1,10,
238,,Surface,3,Image 1,1,11,
317,,Surface,3,Image 1,1,12,
321,,Surface,3,Image 1,1,13,
276,,Surface,3,Image 1,1,14,
357,,Surface,3,Image 1,1,15,
185,,Surface,3,Image 1,1,16,
782,,Surface,3,Image 1,1,17,
