
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
274.528,um,Surface,Distance from Origin,1,0,
433.11,um,Surface,Distance from Origin,1,1,
419.408,um,Surface,Distance from Origin,1,2,
407.24,um,Surface,Distance from Origin,1,3,
383.868,um,Surface,Distance from Origin,1,4,
331.119,um,Surface,Distance from Origin,1,5,
311.005,um,Surface,Distance from Origin,1,6,
320.293,um,Surface,Distance from Origin,1,7,
340.067,um,Surface,Distance from Origin,1,8,
300.751,um,Surface,Distance from Origin,1,9,
284.803,um,Surface,Distance from Origin,1,10,
331.467,um,Surface,Distance from Origin,1,11,
280.954,um,Surface,Distance from Origin,1,12,
254.474,um,Surface,Distance from Origin,1,13,
197.077,um,Surface,Distance from Origin,1,14,
179.39,um,Surface,Distance from Origin,1,15,
141.645,um,Surface,Distance from Origin,1,16,
96.0698,um,Surface,Distance from Origin,1,17,
