
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
630,,Surface,4,Image 1,1,0,
2292,,Surface,4,Image 1,1,1,
2475,,Surface,4,Image 1,1,2,
2567,,Surface,4,Image 1,1,3,
2340,,Surface,4,Image 1,1,4,
1187,,Surface,4,Image 1,1,5,
2259,,Surface,4,Image 1,1,6,
2501,,Surface,4,Image 1,1,7,
2376,,Surface,4,Image 1,1,8,
2450,,Surface,4,Image 1,1,9,
2940,,Surface,4,Image 1,1,10,
2075,,Surface,4,Image 1,1,11,
1970,,Surface,4,Image 1,1,12,
2382,,Surface,4,Image 1,1,13,
3045,,Surface,4,Image 1,1,14,
1897,,Surface,4,Image 1,1,15,
2340,,Surface,4,Image 1,1,16,
2915,,Surface,4,Image 1,1,17,
