
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1803.86,,Surface,5,Image 1,1,0,
2867.2,,Surface,5,Image 1,1,1,
2369.47,,Surface,5,Image 1,1,2,
1191.3,,Surface,5,Image 1,1,3,
1539.73,,Surface,5,Image 1,1,4,
1025.61,,Surface,5,Image 1,1,5,
2629.01,,Surface,5,Image 1,1,6,
828.453,,Surface,5,Image 1,1,7,
647.766,,Surface,5,Image 1,1,8,
1315.02,,Surface,5,Image 1,1,9,
1134.2,,Surface,5,Image 1,1,10,
1163.24,,Surface,5,Image 1,1,11,
2092.09,,Surface,5,Image 1,1,12,
1637.82,,Surface,5,Image 1,1,13,
1908.66,,Surface,5,Image 1,1,14,
1520.51,,Surface,5,Image 1,1,15,
861.371,,Surface,5,Image 1,1,16,
1105.38,,Surface,5,Image 1,1,17,
