
Intensity Sum Ch=8 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
341376,,Surface,8,Image 1,1,0,
1.47107e+07,,Surface,8,Image 1,1,1,
7940,,Surface,8,Image 1,1,2,
1.15633e+06,,Surface,8,Image 1,1,3,
9.24453e+06,,Surface,8,Image 1,1,4,
1.61538e+09,,Surface,8,Image 1,1,5,
660122,,Surface,8,Image 1,1,6,
694905,,Surface,8,Image 1,1,7,
2.52118e+07,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
6.1274e+06,,Surface,8,Image 1,1,10,
105417,,Surface,8,Image 1,1,11,
0,,Surface,8,Image 1,1,12,
0,,Surface,8,Image 1,1,13,
0,,Surface,8,Image 1,1,14,
5.7839e+06,,Surface,8,Image 1,1,15,
0,,Surface,8,Image 1,1,16,
428923,,Surface,8,Image 1,1,17,
0,,Surface,8,Image 1,1,18,
0,,Surface,8,Image 1,1,19,
4.6928e+06,,Surface,8,Image 1,1,20,
1.15088e+07,,Surface,8,Image 1,1,21,
0,,Surface,8,Image 1,1,22,
0,,Surface,8,Image 1,1,23,
0,,Surface,8,Image 1,1,24,
