
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
2818.73,um^3,Surface,1,0,
1878.39,um^3,Surface,1,1,
2043.15,um^3,Surface,1,2,
1412.99,um^3,Surface,1,3,
25324.1,um^3,Surface,1,4,
28423,um^3,Surface,1,5,
1335.13,um^3,Surface,1,6,
1394.53,um^3,Surface,1,7,
22431.3,um^3,Surface,1,8,
2160.3,um^3,Surface,1,9,
19020.5,um^3,Surface,1,10,
4929.33,um^3,Surface,1,11,
1216.62,um^3,Surface,1,12,
1427.04,um^3,Surface,1,13,
1245.88,um^3,Surface,1,14,
4785.55,um^3,Surface,1,15,
4111.78,um^3,Surface,1,16,
1069.16,um^3,Surface,1,17,
1597.11,um^3,Surface,1,18,
4914.74,um^3,Surface,1,19,
1625.47,um^3,Surface,1,20,
3198.1,um^3,Surface,1,21,
2589.92,um^3,Surface,1,22,
2957.82,um^3,Surface,1,23,
2242.65,um^3,Surface,1,24,
