
Intensity StdDev Ch=8 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
151.411,,Surface,8,Image 1,1,0,
1336.83,,Surface,8,Image 1,1,1,
21.3827,,Surface,8,Image 1,1,2,
366.217,,Surface,8,Image 1,1,3,
253.99,,Surface,8,Image 1,1,4,
7141.69,,Surface,8,Image 1,1,5,
297.296,,Surface,8,Image 1,1,6,
297.243,,Surface,8,Image 1,1,7,
551.768,,Surface,8,Image 1,1,8,
0,,Surface,8,Image 1,1,9,
242.415,,Surface,8,Image 1,1,10,
54.8564,,Surface,8,Image 1,1,11,
0,,Surface,8,Image 1,1,12,
0,,Surface,8,Image 1,1,13,
0,,Surface,8,Image 1,1,14,
446.97,,Surface,8,Image 1,1,15,
0,,Surface,8,Image 1,1,16,
237.396,,Surface,8,Image 1,1,17,
0,,Surface,8,Image 1,1,18,
0,,Surface,8,Image 1,1,19,
708.576,,Surface,8,Image 1,1,20,
788.361,,Surface,8,Image 1,1,21,
0,,Surface,8,Image 1,1,22,
0,,Surface,8,Image 1,1,23,
0,,Surface,8,Image 1,1,24,
