
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
147,,Surface,3,Image 1,1,0,
222,,Surface,3,Image 1,1,1,
242,,Surface,3,Image 1,1,2,
213,,Surface,3,Image 1,1,3,
145,,Surface,3,Image 1,1,4,
94,,Surface,3,Image 1,1,5,
228,,Surface,3,Image 1,1,6,
258,,Surface,3,Image 1,1,7,
92,,Surface,3,Image 1,1,8,
148,,Surface,3,Image 1,1,9,
95,,Surface,3,Image 1,1,10,
197,,Surface,3,Image 1,1,11,
204,,Surface,3,Image 1,1,12,
205,,Surface,3,Image 1,1,13,
276,,Surface,3,Image 1,1,14,
163,,Surface,3,Image 1,1,15,
191,,Surface,3,Image 1,1,16,
212,,Surface,3,Image 1,1,17,
222,,Surface,3,Image 1,1,18,
143,,Surface,3,Image 1,1,19,
222,,Surface,3,Image 1,1,20,
225,,Surface,3,Image 1,1,21,
185,,Surface,3,Image 1,1,22,
134,,Surface,3,Image 1,1,23,
204,,Surface,3,Image 1,1,24,
