
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.359659,,Surface,1,0,
0.521379,,Surface,1,1,
0.442581,,Surface,1,2,
0.508364,,Surface,1,3,
0.403104,,Surface,1,4,
0.356768,,Surface,1,5,
0.603948,,Surface,1,6,
0.675317,,Surface,1,7,
0.294086,,Surface,1,8,
0.582003,,Surface,1,9,
0.332391,,Surface,1,10,
0.354332,,Surface,1,11,
0.376535,,Surface,1,12,
0.510982,,Surface,1,13,
0.679611,,Surface,1,14,
0.268211,,Surface,1,15,
0.527274,,Surface,1,16,
0.439967,,Surface,1,17,
0.415852,,Surface,1,18,
0.515375,,Surface,1,19,
0.631041,,Surface,1,20,
0.367773,,Surface,1,21,
0.380878,,Surface,1,22,
0.354516,,Surface,1,23,
0.512127,,Surface,1,24,
