
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.91616e+08,,Surface,3,Image 1,1,0,
2.76206e+08,,Surface,3,Image 1,1,1,
2.19627e+08,,Surface,3,Image 1,1,2,
1.56608e+08,,Surface,3,Image 1,1,3,
2.98498e+09,,Surface,3,Image 1,1,4,
2.73346e+09,,Surface,3,Image 1,1,5,
1.95796e+08,,Surface,3,Image 1,1,6,
1.58582e+08,,Surface,3,Image 1,1,7,
2.17808e+09,,Surface,3,Image 1,1,8,
2.69062e+08,,Surface,3,Image 1,1,9,
1.6186e+09,,Surface,3,Image 1,1,10,
4.56217e+08,,Surface,3,Image 1,1,11,
1.05392e+08,,Surface,3,Image 1,1,12,
8.87971e+07,,Surface,3,Image 1,1,13,
1.09299e+08,,Surface,3,Image 1,1,14,
3.91184e+08,,Surface,3,Image 1,1,15,
7.51428e+08,,Surface,3,Image 1,1,16,
7.31892e+07,,Surface,3,Image 1,1,17,
2.32026e+08,,Surface,3,Image 1,1,18,
5.21739e+08,,Surface,3,Image 1,1,19,
1.92796e+08,,Surface,3,Image 1,1,20,
3.11309e+08,,Surface,3,Image 1,1,21,
1.80447e+08,,Surface,3,Image 1,1,22,
1.87097e+08,,Surface,3,Image 1,1,23,
4.20851e+08,,Surface,3,Image 1,1,24,
