
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3863.49,,Surface,5,Image 1,1,0,
2756.26,,Surface,5,Image 1,1,1,
2559.51,,Surface,5,Image 1,1,2,
970.436,,Surface,5,Image 1,1,3,
916.219,,Surface,5,Image 1,1,4,
5753.93,,Surface,5,Image 1,1,5,
1188.9,,Surface,5,Image 1,1,6,
4541.24,,Surface,5,Image 1,1,7,
4693.89,,Surface,5,Image 1,1,8,
684.373,,Surface,5,Image 1,1,9,
4187.37,,Surface,5,Image 1,1,10,
5287.6,,Surface,5,Image 1,1,11,
3856.84,,Surface,5,Image 1,1,12,
5316.25,,Surface,5,Image 1,1,13,
319.865,,Surface,5,Image 1,1,14,
6165.04,,Surface,5,Image 1,1,15,
2787.21,,Surface,5,Image 1,1,16,
4486.91,,Surface,5,Image 1,1,17,
3618.64,,Surface,5,Image 1,1,18,
4350.67,,Surface,5,Image 1,1,19,
3966.68,,Surface,5,Image 1,1,20,
946.605,,Surface,5,Image 1,1,21,
7125.29,,Surface,5,Image 1,1,22,
4999.12,,Surface,5,Image 1,1,23,
4012.98,,Surface,5,Image 1,1,24,
