
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
983,,Surface,4,Image 1,1,0,
2559,,Surface,4,Image 1,1,1,
1947,,Surface,4,Image 1,1,2,
2733,,Surface,4,Image 1,1,3,
1990,,Surface,4,Image 1,1,4,
1607,,Surface,4,Image 1,1,5,
2289,,Surface,4,Image 1,1,6,
1836,,Surface,4,Image 1,1,7,
2052,,Surface,4,Image 1,1,8,
2396,,Surface,4,Image 1,1,9,
1246,,Surface,4,Image 1,1,10,
1970,,Surface,4,Image 1,1,11,
1707,,Surface,4,Image 1,1,12,
2157,,Surface,4,Image 1,1,13,
2275,,Surface,4,Image 1,1,14,
2046,,Surface,4,Image 1,1,15,
1758,,Surface,4,Image 1,1,16,
2060,,Surface,4,Image 1,1,17,
2214,,Surface,4,Image 1,1,18,
1708,,Surface,4,Image 1,1,19,
1989,,Surface,4,Image 1,1,20,
2541,,Surface,4,Image 1,1,21,
2031,,Surface,4,Image 1,1,22,
1996,,Surface,4,Image 1,1,23,
1985,,Surface,4,Image 1,1,24,
