
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.387654,,Surface,1,0,
0.511267,,Surface,1,1,
0.392294,,Surface,1,2,
0.527948,,Surface,1,3,
0.55636,,Surface,1,4,
0.270163,,Surface,1,5,
0.56278,,Surface,1,6,
0.45836,,Surface,1,7,
0.408262,,Surface,1,8,
0.642615,,Surface,1,9,
0.348158,,Surface,1,10,
0.42092,,Surface,1,11,
0.225767,,Surface,1,12,
0.622326,,Surface,1,13,
0.602305,,Surface,1,14,
0.38327,,Surface,1,15,
0.311874,,Surface,1,16,
0.376041,,Surface,1,17,
0.286879,,Surface,1,18,
0.326341,,Surface,1,19,
0.336248,,Surface,1,20,
0.651743,,Surface,1,21,
0.315497,,Surface,1,22,
0.442417,,Surface,1,23,
0.386711,,Surface,1,24,
