
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
515.982,,Surface,8,Image 1,1,0,
3.87286,,Surface,8,Image 1,1,1,
0,,Surface,8,Image 1,1,2,
75.3935,,Surface,8,Image 1,1,3,
369.017,,Surface,8,Image 1,1,4,
67.7956,,Surface,8,Image 1,1,5,
0,,Surface,8,Image 1,1,6,
87.4607,,Surface,8,Image 1,1,7,
14.7873,,Surface,8,Image 1,1,8,
218.593,,Surface,8,Image 1,1,9,
67.8129,,Surface,8,Image 1,1,10,
47.1903,,Surface,8,Image 1,1,11,
116.844,,Surface,8,Image 1,1,12,
0,,Surface,8,Image 1,1,13,
476.804,,Surface,8,Image 1,1,14,
15.9378,,Surface,8,Image 1,1,15,
15.0513,,Surface,8,Image 1,1,16,
0.164964,,Surface,8,Image 1,1,17,
49.2139,,Surface,8,Image 1,1,18,
122.221,,Surface,8,Image 1,1,19,
108.745,,Surface,8,Image 1,1,20,
397.725,,Surface,8,Image 1,1,21,
60.9529,,Surface,8,Image 1,1,22,
27.4795,,Surface,8,Image 1,1,23,
0,,Surface,8,Image 1,1,24,
