
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
87,,Surface,2,Image 1,1,0,
25,,Surface,2,Image 1,1,1,
43,,Surface,2,Image 1,1,2,
121,,Surface,2,Image 1,1,3,
105,,Surface,2,Image 1,1,4,
17,,Surface,2,Image 1,1,5,
88,,Surface,2,Image 1,1,6,
10,,Surface,2,Image 1,1,7,
30,,Surface,2,Image 1,1,8,
93,,Surface,2,Image 1,1,9,
27,,Surface,2,Image 1,1,10,
73,,Surface,2,Image 1,1,11,
10,,Surface,2,Image 1,1,12,
27,,Surface,2,Image 1,1,13,
53,,Surface,2,Image 1,1,14,
23,,Surface,2,Image 1,1,15,
77,,Surface,2,Image 1,1,16,
6,,Surface,2,Image 1,1,17,
45,,Surface,2,Image 1,1,18,
14,,Surface,2,Image 1,1,19,
69,,Surface,2,Image 1,1,20,
128,,Surface,2,Image 1,1,21,
42,,Surface,2,Image 1,1,22,
48,,Surface,2,Image 1,1,23,
3,,Surface,2,Image 1,1,24,
