
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
5.32792e+08,,Surface,1,Image 1,1,0,
2.03002e+08,,Surface,1,Image 1,1,1,
8.42715e+07,,Surface,1,Image 1,1,2,
7.11216e+07,,Surface,1,Image 1,1,3,
1.32537e+08,,Surface,1,Image 1,1,4,
2.6565e+09,,Surface,1,Image 1,1,5,
5.7909e+07,,Surface,1,Image 1,1,6,
4.11211e+08,,Surface,1,Image 1,1,7,
9.75863e+08,,Surface,1,Image 1,1,8,
4.02161e+07,,Surface,1,Image 1,1,9,
9.38775e+08,,Surface,1,Image 1,1,10,
5.64088e+08,,Surface,1,Image 1,1,11,
3.34402e+09,,Surface,1,Image 1,1,12,
2.05834e+08,,Surface,1,Image 1,1,13,
3.09663e+07,,Surface,1,Image 1,1,14,
1.53392e+09,,Surface,1,Image 1,1,15,
2.85403e+08,,Surface,1,Image 1,1,16,
4.10608e+08,,Surface,1,Image 1,1,17,
3.32178e+08,,Surface,1,Image 1,1,18,
1.57278e+09,,Surface,1,Image 1,1,19,
6.43667e+08,,Surface,1,Image 1,1,20,
6.48784e+07,,Surface,1,Image 1,1,21,
4.93038e+08,,Surface,1,Image 1,1,22,
3.19445e+08,,Surface,1,Image 1,1,23,
7.02351e+08,,Surface,1,Image 1,1,24,
