
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
465.045,um,Surface,Distance from Origin,1,0,
438.603,um,Surface,Distance from Origin,1,1,
381.732,um,Surface,Distance from Origin,1,2,
348.455,um,Surface,Distance from Origin,1,3,
336.866,um,Surface,Distance from Origin,1,4,
387.66,um,Surface,Distance from Origin,1,5,
319.241,um,Surface,Distance from Origin,1,6,
327.509,um,Surface,Distance from Origin,1,7,
331.417,um,Surface,Distance from Origin,1,8,
348.729,um,Surface,Distance from Origin,1,9,
331.521,um,Surface,Distance from Origin,1,10,
294.236,um,Surface,Distance from Origin,1,11,
376.249,um,Surface,Distance from Origin,1,12,
269.13,um,Surface,Distance from Origin,1,13,
215.984,um,Surface,Distance from Origin,1,14,
253.828,um,Surface,Distance from Origin,1,15,
252.539,um,Surface,Distance from Origin,1,16,
223.791,um,Surface,Distance from Origin,1,17,
258.305,um,Surface,Distance from Origin,1,18,
286.32,um,Surface,Distance from Origin,1,19,
258.043,um,Surface,Distance from Origin,1,20,
180.747,um,Surface,Distance from Origin,1,21,
151.902,um,Surface,Distance from Origin,1,22,
103.934,um,Surface,Distance from Origin,1,23,
101.111,um,Surface,Distance from Origin,1,24,
