
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2368.97,,Surface,2,Image 1,1,0,
1410.11,,Surface,2,Image 1,1,1,
1332.43,,Surface,2,Image 1,1,2,
2529.16,,Surface,2,Image 1,1,3,
2539.51,,Surface,2,Image 1,1,4,
1945.78,,Surface,2,Image 1,1,5,
1610.04,,Surface,2,Image 1,1,6,
1581.47,,Surface,2,Image 1,1,7,
1466.43,,Surface,2,Image 1,1,8,
2201.03,,Surface,2,Image 1,1,9,
1662.05,,Surface,2,Image 1,1,10,
1911.27,,Surface,2,Image 1,1,11,
1652.28,,Surface,2,Image 1,1,12,
1370.06,,Surface,2,Image 1,1,13,
2331.42,,Surface,2,Image 1,1,14,
1644.86,,Surface,2,Image 1,1,15,
1928.77,,Surface,2,Image 1,1,16,
1247.49,,Surface,2,Image 1,1,17,
1921.84,,Surface,2,Image 1,1,18,
1506.51,,Surface,2,Image 1,1,19,
2101.73,,Surface,2,Image 1,1,20,
2576.49,,Surface,2,Image 1,1,21,
1647.55,,Surface,2,Image 1,1,22,
1616.62,,Surface,2,Image 1,1,23,
1327.97,,Surface,2,Image 1,1,24,
