
Intensity Median Ch=3 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
2971.55,,Surface,3,Image 1,1,0,
2478.5,,Surface,3,Image 1,1,1,
2701.78,,Surface,3,Image 1,1,2,
3516.16,,Surface,3,Image 1,1,3,
2540.71,,Surface,3,Image 1,1,4,
3452.1,,Surface,3,Image 1,1,5,
2773.24,,Surface,3,Image 1,1,6,
4467.02,,Surface,3,Image 1,1,7,
3559.64,,Surface,3,Image 1,1,8,
3233.52,,Surface,3,Image 1,1,9,
3248.17,,Surface,3,Image 1,1,10,
4114.54,,Surface,3,Image 1,1,11,
3024.97,,Surface,3,Image 1,1,12,
3843.71,,Surface,3,Image 1,1,13,
2545.53,,Surface,3,Image 1,1,14,
3988.52,,Surface,3,Image 1,1,15,
3001.65,,Surface,3,Image 1,1,16,
4177.94,,Surface,3,Image 1,1,17,
3446.43,,Surface,3,Image 1,1,18,
3424.51,,Surface,3,Image 1,1,19,
3717.32,,Surface,3,Image 1,1,20,
3951.56,,Surface,3,Image 1,1,21,
5208.08,,Surface,3,Image 1,1,22,
3654.56,,Surface,3,Image 1,1,23,
3962.68,,Surface,3,Image 1,1,24,
