
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
60,,Surface,2,Image 1,1,0,
8,,Surface,2,Image 1,1,1,
36,,Surface,2,Image 1,1,2,
4,,Surface,2,Image 1,1,3,
20,,Surface,2,Image 1,1,4,
36,,Surface,2,Image 1,1,5,
22,,Surface,2,Image 1,1,6,
58,,Surface,2,Image 1,1,7,
1,,Surface,2,Image 1,1,8,
1,,Surface,2,Image 1,1,9,
57,,Surface,2,Image 1,1,10,
7,,Surface,2,Image 1,1,11,
27,,Surface,2,Image 1,1,12,
25,,Surface,2,Image 1,1,13,
4,,Surface,2,Image 1,1,14,
