
Intensity Mean Ch=5 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1988.1,,Surface,5,Image 1,1,0,
796.232,,Surface,5,Image 1,1,1,
2415.57,,Surface,5,Image 1,1,2,
825.517,,Surface,5,Image 1,1,3,
238.406,,Surface,5,Image 1,1,4,
1493.13,,Surface,5,Image 1,1,5,
1172.88,,Surface,5,Image 1,1,6,
3858.12,,Surface,5,Image 1,1,7,
1154.53,,Surface,5,Image 1,1,8,
781.016,,Surface,5,Image 1,1,9,
496.749,,Surface,5,Image 1,1,10,
1284,,Surface,5,Image 1,1,11,
224.844,,Surface,5,Image 1,1,12,
674.214,,Surface,5,Image 1,1,13,
1153.09,,Surface,5,Image 1,1,14,
