
Intensity Mean Ch=8 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
329.628,,Surface,8,Image 1,1,0,
89.0086,,Surface,8,Image 1,1,1,
0,,Surface,8,Image 1,1,2,
16.8106,,Surface,8,Image 1,1,3,
1121.26,,Surface,8,Image 1,1,4,
4.89099,,Surface,8,Image 1,1,5,
5.71546,,Surface,8,Image 1,1,6,
0,,Surface,8,Image 1,1,7,
0,,Surface,8,Image 1,1,8,
419.031,,Surface,8,Image 1,1,9,
2.77028,,Surface,8,Image 1,1,10,
0,,Surface,8,Image 1,1,11,
1.22879,,Surface,8,Image 1,1,12,
91.4488,,Surface,8,Image 1,1,13,
47.7664,,Surface,8,Image 1,1,14,
