
Intensity Sum Ch=7 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.61876e+06,,Surface,7,Image 1,1,0,
1.72982e+07,,Surface,7,Image 1,1,1,
0,,Surface,7,Image 1,1,2,
0,,Surface,7,Image 1,1,3,
1.5311e+07,,Surface,7,Image 1,1,4,
1.12926e+06,,Surface,7,Image 1,1,5,
0,,Surface,7,Image 1,1,6,
85788,,Surface,7,Image 1,1,7,
127250,,Surface,7,Image 1,1,8,
5.23854e+07,,Surface,7,Image 1,1,9,
0,,Surface,7,Image 1,1,10,
0,,Surface,7,Image 1,1,11,
0,,Surface,7,Image 1,1,12,
1.57796e+07,,Surface,7,Image 1,1,13,
9.40418e+06,,Surface,7,Image 1,1,14,
