
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
284.867,261.21,16.0952,um,Surface,Position,1,0,
332.532,197.621,17.2192,um,Surface,Position,1,1,
180.272,253.082,23.5032,um,Surface,Position,1,2,
264.686,174.189,28.4036,um,Surface,Position,1,3,
332.329,58.6063,26.0955,um,Surface,Position,1,4,
53.1774,333.029,19.2147,um,Surface,Position,1,5,
209.953,182.919,17.2378,um,Surface,Position,1,6,
69.8752,261.934,17.389,um,Surface,Position,1,7,
270.622,86.5856,12.258,um,Surface,Position,1,8,
317.575,13.2178,13.514,um,Surface,Position,1,9,
151.993,173.793,16.5615,um,Surface,Position,1,10,
19.2946,208.132,22.3766,um,Surface,Position,1,11,
197.044,13.1865,24.2544,um,Surface,Position,1,12,
159.485,37.3677,25.7281,um,Surface,Position,1,13,
125.946,124.402,16.7301,um,Surface,Position,1,14,
