
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
386.832,um,Surface,Distance from Origin,1,0,
387.205,um,Surface,Distance from Origin,1,1,
311.61,um,Surface,Distance from Origin,1,2,
318.131,um,Surface,Distance from Origin,1,3,
338.464,um,Surface,Distance from Origin,1,4,
337.795,um,Surface,Distance from Origin,1,5,
278.992,um,Surface,Distance from Origin,1,6,
271.651,um,Surface,Distance from Origin,1,7,
284.4,um,Surface,Distance from Origin,1,8,
318.137,um,Surface,Distance from Origin,1,9,
231.474,um,Surface,Distance from Origin,1,10,
210.219,um,Surface,Distance from Origin,1,11,
198.968,um,Surface,Distance from Origin,1,12,
165.812,um,Surface,Distance from Origin,1,13,
177.814,um,Surface,Distance from Origin,1,14,
