
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
199,,Surface,3,Image 1,1,0,
294,,Surface,3,Image 1,1,1,
567,,Surface,3,Image 1,1,2,
264,,Surface,3,Image 1,1,3,
259,,Surface,3,Image 1,1,4,
495,,Surface,3,Image 1,1,5,
440,,Surface,3,Image 1,1,6,
675,,Surface,3,Image 1,1,7,
131,,Surface,3,Image 1,1,8,
427,,Surface,3,Image 1,1,9,
339,,Surface,3,Image 1,1,10,
355,,Surface,3,Image 1,1,11,
289,,Surface,3,Image 1,1,12,
183,,Surface,3,Image 1,1,13,
166,,Surface,3,Image 1,1,14,
