
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.566615,,Surface,1,0,
0.401991,,Surface,1,1,
0.509389,,Surface,1,2,
0.314455,,Surface,1,3,
0.452904,,Surface,1,4,
0.357438,,Surface,1,5,
0.446603,,Surface,1,6,
0.515468,,Surface,1,7,
0.579962,,Surface,1,8,
0.384171,,Surface,1,9,
0.354653,,Surface,1,10,
0.559507,,Surface,1,11,
0.480673,,Surface,1,12,
0.418288,,Surface,1,13,
0.558101,,Surface,1,14,
0.355024,,Surface,1,15,
0.319534,,Surface,1,16,
0.585195,,Surface,1,17,
0.651218,,Surface,1,18,
0.424082,,Surface,1,19,
0.352355,,Surface,1,20,
0.414563,,Surface,1,21,
0.363733,,Surface,1,22,
0.346242,,Surface,1,23,
0.548478,,Surface,1,24,
0.277572,,Surface,1,25,
0.376725,,Surface,1,26,
0.461484,,Surface,1,27,
0.373183,,Surface,1,28,
