
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
444.602,um,Surface,Distance from Origin,1,0,
435.561,um,Surface,Distance from Origin,1,1,
378.577,um,Surface,Distance from Origin,1,2,
408.464,um,Surface,Distance from Origin,1,3,
353.459,um,Surface,Distance from Origin,1,4,
341.813,um,Surface,Distance from Origin,1,5,
346.895,um,Surface,Distance from Origin,1,6,
299.494,um,Surface,Distance from Origin,1,7,
338.355,um,Surface,Distance from Origin,1,8,
359.798,um,Surface,Distance from Origin,1,9,
330.499,um,Surface,Distance from Origin,1,10,
352.821,um,Surface,Distance from Origin,1,11,
307.342,um,Surface,Distance from Origin,1,12,
264.158,um,Surface,Distance from Origin,1,13,
250.55,um,Surface,Distance from Origin,1,14,
321.082,um,Surface,Distance from Origin,1,15,
219.531,um,Surface,Distance from Origin,1,16,
230.085,um,Surface,Distance from Origin,1,17,
252.659,um,Surface,Distance from Origin,1,18,
266.141,um,Surface,Distance from Origin,1,19,
253.366,um,Surface,Distance from Origin,1,20,
180.937,um,Surface,Distance from Origin,1,21,
193.614,um,Surface,Distance from Origin,1,22,
225.732,um,Surface,Distance from Origin,1,23,
103.455,um,Surface,Distance from Origin,1,24,
145.982,um,Surface,Distance from Origin,1,25,
114.344,um,Surface,Distance from Origin,1,26,
28.8407,um,Surface,Distance from Origin,1,27,
73.2056,um,Surface,Distance from Origin,1,28,
