
Intensity Median Ch=2 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
1742.96,,Surface,2,Image 1,1,0,
1359.26,,Surface,2,Image 1,1,1,
1860.76,,Surface,2,Image 1,1,2,
2043.64,,Surface,2,Image 1,1,3,
2151.92,,Surface,2,Image 1,1,4,
1914.88,,Surface,2,Image 1,1,5,
1836.3,,Surface,2,Image 1,1,6,
2093.13,,Surface,2,Image 1,1,7,
1956.9,,Surface,2,Image 1,1,8,
1794.93,,Surface,2,Image 1,1,9,
1687.4,,Surface,2,Image 1,1,10,
1710.5,,Surface,2,Image 1,1,11,
1856.44,,Surface,2,Image 1,1,12,
2094.74,,Surface,2,Image 1,1,13,
1921,,Surface,2,Image 1,1,14,
1507.05,,Surface,2,Image 1,1,15,
1402.31,,Surface,2,Image 1,1,16,
1437.22,,Surface,2,Image 1,1,17,
1491.28,,Surface,2,Image 1,1,18,
1790.94,,Surface,2,Image 1,1,19,
1840.62,,Surface,2,Image 1,1,20,
1423.22,,Surface,2,Image 1,1,21,
1814.45,,Surface,2,Image 1,1,22,
1866.16,,Surface,2,Image 1,1,23,
1486.21,,Surface,2,Image 1,1,24,
1858.52,,Surface,2,Image 1,1,25,
2153.42,,Surface,2,Image 1,1,26,
1404.66,,Surface,2,Image 1,1,27,
1613.3,,Surface,2,Image 1,1,28,
