
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
799,,Surface,3,Image 1,1,0,
296,,Surface,3,Image 1,1,1,
847,,Surface,3,Image 1,1,2,
219,,Surface,3,Image 1,1,3,
824,,Surface,3,Image 1,1,4,
716,,Surface,3,Image 1,1,5,
736,,Surface,3,Image 1,1,6,
910,,Surface,3,Image 1,1,7,
693,,Surface,3,Image 1,1,8,
121,,Surface,3,Image 1,1,9,
536,,Surface,3,Image 1,1,10,
738,,Surface,3,Image 1,1,11,
451,,Surface,3,Image 1,1,12,
810,,Surface,3,Image 1,1,13,
1127,,Surface,3,Image 1,1,14,
473,,Surface,3,Image 1,1,15,
559,,Surface,3,Image 1,1,16,
881,,Surface,3,Image 1,1,17,
685,,Surface,3,Image 1,1,18,
842,,Surface,3,Image 1,1,19,
168,,Surface,3,Image 1,1,20,
434,,Surface,3,Image 1,1,21,
266,,Surface,3,Image 1,1,22,
538,,Surface,3,Image 1,1,23,
966,,Surface,3,Image 1,1,24,
452,,Surface,3,Image 1,1,25,
1027,,Surface,3,Image 1,1,26,
540,,Surface,3,Image 1,1,27,
623,,Surface,3,Image 1,1,28,
