
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1677.3,,Surface,1,Image 1,1,0,
2476.09,,Surface,1,Image 1,1,1,
2584.58,,Surface,1,Image 1,1,2,
3657.52,,Surface,1,Image 1,1,3,
2513.32,,Surface,1,Image 1,1,4,
3374.95,,Surface,1,Image 1,1,5,
2544.32,,Surface,1,Image 1,1,6,
7712.96,,Surface,1,Image 1,1,7,
4103.11,,Surface,1,Image 1,1,8,
4079.33,,Surface,1,Image 1,1,9,
3314.78,,Surface,1,Image 1,1,10,
4825.1,,Surface,1,Image 1,1,11,
3532.16,,Surface,1,Image 1,1,12,
4031.86,,Surface,1,Image 1,1,13,
2922.6,,Surface,1,Image 1,1,14,
3927.22,,Surface,1,Image 1,1,15,
2920.08,,Surface,1,Image 1,1,16,
3574.91,,Surface,1,Image 1,1,17,
2961.71,,Surface,1,Image 1,1,18,
3502.02,,Surface,1,Image 1,1,19,
4126.27,,Surface,1,Image 1,1,20,
1994.12,,Surface,1,Image 1,1,21,
3575.34,,Surface,1,Image 1,1,22,
5411.76,,Surface,1,Image 1,1,23,
7236.32,,Surface,1,Image 1,1,24,
4882.98,,Surface,1,Image 1,1,25,
4470.05,,Surface,1,Image 1,1,26,
3196.49,,Surface,1,Image 1,1,27,
4593.85,,Surface,1,Image 1,1,28,
