
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
2.43442,um,Surface,Image 1,1,0,
11.1086,um,Surface,Image 1,1,1,
24.9288,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
78.1198,um,Surface,Image 1,1,4,
78.1544,um,Surface,Image 1,1,5,
33.2194,um,Surface,Image 1,1,6,
113.365,um,Surface,Image 1,1,7,
15.178,um,Surface,Image 1,1,8,
0,um,Surface,Image 1,1,9,
7.75949,um,Surface,Image 1,1,10,
0,um,Surface,Image 1,1,11,
58.9381,um,Surface,Image 1,1,12,
124.082,um,Surface,Image 1,1,13,
138.789,um,Surface,Image 1,1,14,
0,um,Surface,Image 1,1,15,
121.979,um,Surface,Image 1,1,16,
58.0185,um,Surface,Image 1,1,17,
7.29814,um,Surface,Image 1,1,18,
2.32317,um,Surface,Image 1,1,19,
75.4235,um,Surface,Image 1,1,20,
85.0076,um,Surface,Image 1,1,21,
39.6235,um,Surface,Image 1,1,22,
0,um,Surface,Image 1,1,23,
60.2296,um,Surface,Image 1,1,24,
31.7284,um,Surface,Image 1,1,25,
0,um,Surface,Image 1,1,26,
0,um,Surface,Image 1,1,27,
0,um,Surface,Image 1,1,28,
