
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.282499,,Surface,1,0,
0.68663,,Surface,1,1,
0.58058,,Surface,1,2,
0.82292,,Surface,1,3,
0.424319,,Surface,1,4,
0.55672,,Surface,1,5,
0.605558,,Surface,1,6,
0.515107,,Surface,1,7,
0.420933,,Surface,1,8,
0.697837,,Surface,1,9,
0.592474,,Surface,1,10,
0.265633,,Surface,1,11,
0.696836,,Surface,1,12,
0.40063,,Surface,1,13,
0.529851,,Surface,1,14,
0.608496,,Surface,1,15,
0.570618,,Surface,1,16,
0.557624,,Surface,1,17,
0.636778,,Surface,1,18,
0.603559,,Surface,1,19,
0.679011,,Surface,1,20,
0.500106,,Surface,1,21,
0.795414,,Surface,1,22,
0.692066,,Surface,1,23,
0.510721,,Surface,1,24,
0.503609,,Surface,1,25,
0.798832,,Surface,1,26,
0.724683,,Surface,1,27,
0.584226,,Surface,1,28,
