
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
289.959,335.841,28.3802,um,Surface,Position,1,0,
324.491,288.588,33.701,um,Surface,Position,1,1,
316.109,206.721,25.7298,um,Surface,Position,1,2,
247.531,323.624,28.952,um,Surface,Position,1,3,
236.664,260.501,32.5904,um,Surface,Position,1,4,
258.913,221.126,30.0567,um,Surface,Position,1,5,
162.477,305.056,29.6328,um,Surface,Position,1,6,
195.944,224.911,26.7929,um,Surface,Position,1,7,
80.6676,327.241,29.8374,um,Surface,Position,1,8,
124.957,336.165,28.8693,um,Surface,Position,1,9,
305.83,121.832,29.2299,um,Surface,Position,1,10,
41.5231,349.165,29.0257,um,Surface,Position,1,11,
261.039,159.531,29.4546,um,Surface,Position,1,12,
214.626,151.052,29.9747,um,Surface,Position,1,13,
150.528,198.528,26.5125,um,Surface,Position,1,14,
319.933,9.34231,25.4806,um,Surface,Position,1,15,
168.276,136.998,33.2947,um,Surface,Position,1,16,
216.564,70.966,31.6708,um,Surface,Position,1,17,
250.661,17.4835,26.4605,um,Surface,Position,1,18,
18.0328,263.4,33.5629,um,Surface,Position,1,19,
107.879,227.483,28.4271,um,Surface,Position,1,20,
144.754,103.307,33.3515,um,Surface,Position,1,21,
179.604,67.6765,25.4691,um,Surface,Position,1,22,
14.617,223.502,28.0757,um,Surface,Position,1,23,
70.0697,70.869,27.7623,um,Surface,Position,1,24,
80.7564,118.313,28.1278,um,Surface,Position,1,25,
12.3336,110.813,25.3533,um,Surface,Position,1,26,
10.6863,7.09632,25.8308,um,Surface,Position,1,27,
65.1215,17.4706,28.5136,um,Surface,Position,1,28,
