
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.408809,,Surface,1,0,
0.0924633,,Surface,1,1,
0.280371,,Surface,1,2,
0.0488052,,Surface,1,3,
0.280204,,Surface,1,4,
0.279552,,Surface,1,5,
0.210081,,Surface,1,6,
0.335305,,Surface,1,7,
0.411457,,Surface,1,8,
0.0830131,,Surface,1,9,
0.115339,,Surface,1,10,
0.51881,,Surface,1,11,
0.12037,,Surface,1,12,
0.300784,,Surface,1,13,
0.216088,,Surface,1,14,
0.202724,,Surface,1,15,
0.207043,,Surface,1,16,
0.304434,,Surface,1,17,
0.238192,,Surface,1,18,
0.186828,,Surface,1,19,
0.0669261,,Surface,1,20,
0.192276,,Surface,1,21,
0.0599517,,Surface,1,22,
0.115824,,Surface,1,23,
0.338666,,Surface,1,24,
0.076758,,Surface,1,25,
0.0315373,,Surface,1,26,
0.157919,,Surface,1,27,
0.138101,,Surface,1,28,
