
Area
 ==================== 
Area,Unit,Category,Time,ID,
877.473,um^2,Surface,1,0,
3345.7,um^2,Surface,1,1,
1040.38,um^2,Surface,1,2,
11865.3,um^2,Surface,1,3,
1253.84,um^2,Surface,1,4,
1694.48,um^2,Surface,1,5,
1379.03,um^2,Surface,1,6,
1457.52,um^2,Surface,1,7,
883.853,um^2,Surface,1,8,
8471.92,um^2,Surface,1,9,
9830.34,um^2,Surface,1,10,
1150.4,um^2,Surface,1,11,
7551.92,um^2,Surface,1,12,
1402.59,um^2,Surface,1,13,
988.234,um^2,Surface,1,14,
3241.95,um^2,Surface,1,15,
2138.15,um^2,Surface,1,16,
1028.8,um^2,Surface,1,17,
893.766,um^2,Surface,1,18,
1560.96,um^2,Surface,1,19,
11950.5,um^2,Surface,1,20,
1677.8,um^2,Surface,1,21,
6101.76,um^2,Surface,1,22,
4664.81,um^2,Surface,1,23,
899.376,um^2,Surface,1,24,
15356.7,um^2,Surface,1,25,
2520.14,um^2,Surface,1,26,
1523.96,um^2,Surface,1,27,
8885.62,um^2,Surface,1,28,
