
Intensity StdDev Ch=8 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
1072.83,,Surface,8,Image 1,1,0,
0,,Surface,8,Image 1,1,1,
255.256,,Surface,8,Image 1,1,2,
2935.01,,Surface,8,Image 1,1,3,
2895.6,,Surface,8,Image 1,1,4,
1327.12,,Surface,8,Image 1,1,5,
1689.7,,Surface,8,Image 1,1,6,
2202.36,,Surface,8,Image 1,1,7,
0,,Surface,8,Image 1,1,8,
1627.93,,Surface,8,Image 1,1,9,
905.072,,Surface,8,Image 1,1,10,
0,,Surface,8,Image 1,1,11,
701.457,,Surface,8,Image 1,1,12,
2548.79,,Surface,8,Image 1,1,13,
761.403,,Surface,8,Image 1,1,14,
308.457,,Surface,8,Image 1,1,15,
189.196,,Surface,8,Image 1,1,16,
0,,Surface,8,Image 1,1,17,
0,,Surface,8,Image 1,1,18,
832.207,,Surface,8,Image 1,1,19,
1415.97,,Surface,8,Image 1,1,20,
0,,Surface,8,Image 1,1,21,
753.125,,Surface,8,Image 1,1,22,
1253.52,,Surface,8,Image 1,1,23,
188.708,,Surface,8,Image 1,1,24,
1814.55,,Surface,8,Image 1,1,25,
2462.93,,Surface,8,Image 1,1,26,
0,,Surface,8,Image 1,1,27,
1333.73,,Surface,8,Image 1,1,28,
