
Area
 ==================== 
Area,Unit,Category,Time,ID,
10403.5,um^2,Surface,1,0,
5403.33,um^2,Surface,1,1,
3846.81,um^2,Surface,1,2,
2782.18,um^2,Surface,1,3,
8560.39,um^2,Surface,1,4,
1015.74,um^2,Surface,1,5,
908.412,um^2,Surface,1,6,
1452.98,um^2,Surface,1,7,
863.17,um^2,Surface,1,8,
2326.38,um^2,Surface,1,9,
1645.69,um^2,Surface,1,10,
1736.45,um^2,Surface,1,11,
1859.93,um^2,Surface,1,12,
1236.53,um^2,Surface,1,13,
2289.55,um^2,Surface,1,14,
1226.39,um^2,Surface,1,15,
1390.12,um^2,Surface,1,16,
8383.88,um^2,Surface,1,17,
984.7,um^2,Surface,1,18,
1310.53,um^2,Surface,1,19,
1625.41,um^2,Surface,1,20,
1314.34,um^2,Surface,1,21,
21015.6,um^2,Surface,1,22,
3818.98,um^2,Surface,1,23,
2347.27,um^2,Surface,1,24,
4263.66,um^2,Surface,1,25,
1809.9,um^2,Surface,1,26,
