
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
10896.1,,Surface,4,Image 1,1,0,
4637.3,,Surface,4,Image 1,1,1,
2130.11,,Surface,4,Image 1,1,2,
6919.25,,Surface,4,Image 1,1,3,
11915.5,,Surface,4,Image 1,1,4,
2449.25,,Surface,4,Image 1,1,5,
2848.59,,Surface,4,Image 1,1,6,
8688.69,,Surface,4,Image 1,1,7,
2293.56,,Surface,4,Image 1,1,8,
4453.73,,Surface,4,Image 1,1,9,
6084.67,,Surface,4,Image 1,1,10,
5972.96,,Surface,4,Image 1,1,11,
9697.94,,Surface,4,Image 1,1,12,
9481.05,,Surface,4,Image 1,1,13,
9530.26,,Surface,4,Image 1,1,14,
6617.14,,Surface,4,Image 1,1,15,
2413.11,,Surface,4,Image 1,1,16,
10524.8,,Surface,4,Image 1,1,17,
2352.96,,Surface,4,Image 1,1,18,
9056.13,,Surface,4,Image 1,1,19,
7389.24,,Surface,4,Image 1,1,20,
12133.8,,Surface,4,Image 1,1,21,
9912.08,,Surface,4,Image 1,1,22,
9596.26,,Surface,4,Image 1,1,23,
4660.59,,Surface,4,Image 1,1,24,
7340.67,,Surface,4,Image 1,1,25,
9260.13,,Surface,4,Image 1,1,26,
