
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.685369,,Surface,1,0,
0.357247,,Surface,1,1,
0.328085,,Surface,1,2,
0.434879,,Surface,1,3,
0.405097,,Surface,1,4,
0.305575,,Surface,1,5,
0.76674,,Surface,1,6,
0.57211,,Surface,1,7,
0.557842,,Surface,1,8,
0.623879,,Surface,1,9,
0.401734,,Surface,1,10,
0.785911,,Surface,1,11,
0.587404,,Surface,1,12,
0.510911,,Surface,1,13,
0.611365,,Surface,1,14,
0.529885,,Surface,1,15,
0.332931,,Surface,1,16,
0.690339,,Surface,1,17,
0.50101,,Surface,1,18,
0.414683,,Surface,1,19,
0.503448,,Surface,1,20,
0.359571,,Surface,1,21,
0.518759,,Surface,1,22,
0.577921,,Surface,1,23,
0.453094,,Surface,1,24,
0.591708,,Surface,1,25,
0.47768,,Surface,1,26,
