
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
134,,Surface,3,Image 1,1,0,
115,,Surface,3,Image 1,1,1,
150,,Surface,3,Image 1,1,2,
135,,Surface,3,Image 1,1,3,
114,,Surface,3,Image 1,1,4,
156,,Surface,3,Image 1,1,5,
233,,Surface,3,Image 1,1,6,
239,,Surface,3,Image 1,1,7,
103,,Surface,3,Image 1,1,8,
145,,Surface,3,Image 1,1,9,
100,,Surface,3,Image 1,1,10,
88,,Surface,3,Image 1,1,11,
320,,Surface,3,Image 1,1,12,
125,,Surface,3,Image 1,1,13,
310,,Surface,3,Image 1,1,14,
233,,Surface,3,Image 1,1,15,
273,,Surface,3,Image 1,1,16,
151,,Surface,3,Image 1,1,17,
147,,Surface,3,Image 1,1,18,
248,,Surface,3,Image 1,1,19,
274,,Surface,3,Image 1,1,20,
202,,Surface,3,Image 1,1,21,
123,,Surface,3,Image 1,1,22,
181,,Surface,3,Image 1,1,23,
111,,Surface,3,Image 1,1,24,
110,,Surface,3,Image 1,1,25,
149,,Surface,3,Image 1,1,26,
