
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2901.92,,Surface,1,Image 1,1,0,
2729.76,,Surface,1,Image 1,1,1,
2124.08,,Surface,1,Image 1,1,2,
2845.67,,Surface,1,Image 1,1,3,
2487.29,,Surface,1,Image 1,1,4,
1707.8,,Surface,1,Image 1,1,5,
2054.08,,Surface,1,Image 1,1,6,
3934.47,,Surface,1,Image 1,1,7,
1817.52,,Surface,1,Image 1,1,8,
2487.17,,Surface,1,Image 1,1,9,
1628.6,,Surface,1,Image 1,1,10,
1427.01,,Surface,1,Image 1,1,11,
2871.17,,Surface,1,Image 1,1,12,
2147.12,,Surface,1,Image 1,1,13,
3638.19,,Surface,1,Image 1,1,14,
2264.79,,Surface,1,Image 1,1,15,
1831.15,,Surface,1,Image 1,1,16,
2379.39,,Surface,1,Image 1,1,17,
1744.47,,Surface,1,Image 1,1,18,
3102.15,,Surface,1,Image 1,1,19,
2164.83,,Surface,1,Image 1,1,20,
2293.14,,Surface,1,Image 1,1,21,
2785.02,,Surface,1,Image 1,1,22,
2333.35,,Surface,1,Image 1,1,23,
1649.5,,Surface,1,Image 1,1,24,
2108.2,,Surface,1,Image 1,1,25,
1760.24,,Surface,1,Image 1,1,26,
