
Intensity Mean Ch=7 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
9868.89,,Surface,7,Image 1,1,0,
4632.48,,Surface,7,Image 1,1,1,
2365.48,,Surface,7,Image 1,1,2,
7088.03,,Surface,7,Image 1,1,3,
10642.5,,Surface,7,Image 1,1,4,
1257.17,,Surface,7,Image 1,1,5,
278.695,,Surface,7,Image 1,1,6,
9547.68,,Surface,7,Image 1,1,7,
1185.73,,Surface,7,Image 1,1,8,
5005.5,,Surface,7,Image 1,1,9,
5805.14,,Surface,7,Image 1,1,10,
6524.17,,Surface,7,Image 1,1,11,
10863.1,,Surface,7,Image 1,1,12,
10427.3,,Surface,7,Image 1,1,13,
9748.93,,Surface,7,Image 1,1,14,
8693.3,,Surface,7,Image 1,1,15,
3049.92,,Surface,7,Image 1,1,16,
10224.7,,Surface,7,Image 1,1,17,
325.439,,Surface,7,Image 1,1,18,
9266.84,,Surface,7,Image 1,1,19,
8577.64,,Surface,7,Image 1,1,20,
14138.2,,Surface,7,Image 1,1,21,
8675.57,,Surface,7,Image 1,1,22,
10505.5,,Surface,7,Image 1,1,23,
4393.05,,Surface,7,Image 1,1,24,
8385.27,,Surface,7,Image 1,1,25,
9642.27,,Surface,7,Image 1,1,26,
