
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
457.878,um,Surface,Distance from Origin,1,0,
422.542,um,Surface,Distance from Origin,1,1,
364.041,um,Surface,Distance from Origin,1,2,
345.114,um,Surface,Distance from Origin,1,3,
378.868,um,Surface,Distance from Origin,1,4,
302.672,um,Surface,Distance from Origin,1,5,
295.291,um,Surface,Distance from Origin,1,6,
310.709,um,Surface,Distance from Origin,1,7,
284.624,um,Surface,Distance from Origin,1,8,
289.834,um,Surface,Distance from Origin,1,9,
275.499,um,Surface,Distance from Origin,1,10,
287.395,um,Surface,Distance from Origin,1,11,
345.561,um,Surface,Distance from Origin,1,12,
271.478,um,Surface,Distance from Origin,1,13,
249.846,um,Surface,Distance from Origin,1,14,
290.475,um,Surface,Distance from Origin,1,15,
256.727,um,Surface,Distance from Origin,1,16,
217.557,um,Surface,Distance from Origin,1,17,
170.002,um,Surface,Distance from Origin,1,18,
157.619,um,Surface,Distance from Origin,1,19,
158.437,um,Surface,Distance from Origin,1,20,
164.259,um,Surface,Distance from Origin,1,21,
214.618,um,Surface,Distance from Origin,1,22,
131.564,um,Surface,Distance from Origin,1,23,
82.9601,um,Surface,Distance from Origin,1,24,
52.3075,um,Surface,Distance from Origin,1,25,
55.7033,um,Surface,Distance from Origin,1,26,
