
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.353408,,Surface,1,0,
0.279875,,Surface,1,1,
0.290587,,Surface,1,2,
0.40568,,Surface,1,3,
0.383667,,Surface,1,4,
0.58744,,Surface,1,5,
0.608205,,Surface,1,6,
0.539567,,Surface,1,7,
0.566313,,Surface,1,8,
0.343001,,Surface,1,9,
0.493525,,Surface,1,10,
0.536995,,Surface,1,11,
0.391764,,Surface,1,12,
0.61039,,Surface,1,13,
0.388821,,Surface,1,14,
0.590877,,Surface,1,15,
0.388603,,Surface,1,16,
0.458173,,Surface,1,17,
0.602269,,Surface,1,18,
0.595913,,Surface,1,19,
0.51688,,Surface,1,20,
0.704751,,Surface,1,21,
0.276164,,Surface,1,22,
0.531959,,Surface,1,23,
0.501305,,Surface,1,24,
0.491761,,Surface,1,25,
0.533983,,Surface,1,26,
