
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
40144,,Surface,1,Image 1,1,0,
41233,,Surface,1,Image 1,1,1,
28256,,Surface,1,Image 1,1,2,
33899,,Surface,1,Image 1,1,3,
46594,,Surface,1,Image 1,1,4,
7705,,Surface,1,Image 1,1,5,
16147,,Surface,1,Image 1,1,6,
44418,,Surface,1,Image 1,1,7,
10579,,Surface,1,Image 1,1,8,
47131,,Surface,1,Image 1,1,9,
23808,,Surface,1,Image 1,1,10,
22505,,Surface,1,Image 1,1,11,
29795,,Surface,1,Image 1,1,12,
34340,,Surface,1,Image 1,1,13,
49280,,Surface,1,Image 1,1,14,
29894,,Surface,1,Image 1,1,15,
26586,,Surface,1,Image 1,1,16,
45585,,Surface,1,Image 1,1,17,
16041,,Surface,1,Image 1,1,18,
34333,,Surface,1,Image 1,1,19,
33019,,Surface,1,Image 1,1,20,
33566,,Surface,1,Image 1,1,21,
42329,,Surface,1,Image 1,1,22,
42519,,Surface,1,Image 1,1,23,
30532,,Surface,1,Image 1,1,24,
32851,,Surface,1,Image 1,1,25,
25086,,Surface,1,Image 1,1,26,
