
Intensity Median Ch=7 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
6001.81,,Surface,7,Image 1,1,0,
21.404,,Surface,7,Image 1,1,1,
2.29602,,Surface,7,Image 1,1,2,
5475.82,,Surface,7,Image 1,1,3,
6228.3,,Surface,7,Image 1,1,4,
7.986,,Surface,7,Image 1,1,5,
5.507,,Surface,7,Image 1,1,6,
7107.39,,Surface,7,Image 1,1,7,
6.406,,Surface,7,Image 1,1,8,
4472.51,,Surface,7,Image 1,1,9,
4039.22,,Surface,7,Image 1,1,10,
4704.21,,Surface,7,Image 1,1,11,
7277.13,,Surface,7,Image 1,1,12,
7602.2,,Surface,7,Image 1,1,13,
7015.78,,Surface,7,Image 1,1,14,
7236,,Surface,7,Image 1,1,15,
6.876,,Surface,7,Image 1,1,16,
6822.85,,Surface,7,Image 1,1,17,
0.624023,,Surface,7,Image 1,1,18,
6658.22,,Surface,7,Image 1,1,19,
6830.94,,Surface,7,Image 1,1,20,
9713.01,,Surface,7,Image 1,1,21,
5378.86,,Surface,7,Image 1,1,22,
7889.73,,Surface,7,Image 1,1,23,
10.596,,Surface,7,Image 1,1,24,
6470.67,,Surface,7,Image 1,1,25,
6973.87,,Surface,7,Image 1,1,26,
