
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
2,,Surface,2,Image 1,1,0,
1,,Surface,2,Image 1,1,1,
24,,Surface,2,Image 1,1,2,
19,,Surface,2,Image 1,1,3,
11,,Surface,2,Image 1,1,4,
29,,Surface,2,Image 1,1,5,
20,,Surface,2,Image 1,1,6,
20,,Surface,2,Image 1,1,7,
3,,Surface,2,Image 1,1,8,
20,,Surface,2,Image 1,1,9,
14,,Surface,2,Image 1,1,10,
15,,Surface,2,Image 1,1,11,
24,,Surface,2,Image 1,1,12,
7,,Surface,2,Image 1,1,13,
35,,Surface,2,Image 1,1,14,
31,,Surface,2,Image 1,1,15,
0,,Surface,2,Image 1,1,16,
0,,Surface,2,Image 1,1,17,
15,,Surface,2,Image 1,1,18,
33,,Surface,2,Image 1,1,19,
0,,Surface,2,Image 1,1,20,
27,,Surface,2,Image 1,1,21,
0,,Surface,2,Image 1,1,22,
14,,Surface,2,Image 1,1,23,
8,,Surface,2,Image 1,1,24,
4,,Surface,2,Image 1,1,25,
16,,Surface,2,Image 1,1,26,
