
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
137.672,346.361,19.1413,um,Surface,Position,1,0,
339.045,135.587,7.60521,um,Surface,Position,1,1,
232.676,181.427,9.84533,um,Surface,Position,1,2,
155.677,277.177,9.29192,um,Surface,Position,1,3,
38.6687,323.54,12.339,um,Surface,Position,1,4,
298.651,63.7395,14.7,um,Surface,Position,1,5,
275.127,15.4338,9.92285,um,Surface,Position,1,6,
115.969,151.992,20.0475,um,Surface,Position,1,7,
52.2817,210.283,7.90972,um,Surface,Position,1,8,
233.878,81.6752,8.26317,um,Surface,Position,1,9,
62.2516,115.352,9.61865,um,Surface,Position,1,10,
