
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
1547,,Surface,4,Image 1,1,0,
1247,,Surface,4,Image 1,1,1,
1445,,Surface,4,Image 1,1,2,
1531,,Surface,4,Image 1,1,3,
1538,,Surface,4,Image 1,1,4,
1211,,Surface,4,Image 1,1,5,
1825,,Surface,4,Image 1,1,6,
1654,,Surface,4,Image 1,1,7,
1333,,Surface,4,Image 1,1,8,
1414,,Surface,4,Image 1,1,9,
1317,,Surface,4,Image 1,1,10,
1452,,Surface,4,Image 1,1,11,
1006,,Surface,4,Image 1,1,12,
1318,,Surface,4,Image 1,1,13,
1236,,Surface,4,Image 1,1,14,
1239,,Surface,4,Image 1,1,15,
