
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
50,,Surface,2,Image 1,1,0,
21,,Surface,2,Image 1,1,1,
14,,Surface,2,Image 1,1,2,
9,,Surface,2,Image 1,1,3,
9,,Surface,2,Image 1,1,4,
2,,Surface,2,Image 1,1,5,
7,,Surface,2,Image 1,1,6,
59,,Surface,2,Image 1,1,7,
0,,Surface,2,Image 1,1,8,
13,,Surface,2,Image 1,1,9,
12,,Surface,2,Image 1,1,10,
0,,Surface,2,Image 1,1,11,
0,,Surface,2,Image 1,1,12,
0,,Surface,2,Image 1,1,13,
24,,Surface,2,Image 1,1,14,
17,,Surface,2,Image 1,1,15,
