
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
5162.95,,Surface,5,Image 1,1,0,
3763.69,,Surface,5,Image 1,1,1,
5488.73,,Surface,5,Image 1,1,2,
1831.01,,Surface,5,Image 1,1,3,
2738.56,,Surface,5,Image 1,1,4,
4451.37,,Surface,5,Image 1,1,5,
2180.97,,Surface,5,Image 1,1,6,
918.142,,Surface,5,Image 1,1,7,
3929.62,,Surface,5,Image 1,1,8,
3376.3,,Surface,5,Image 1,1,9,
4551.65,,Surface,5,Image 1,1,10,
4745.4,,Surface,5,Image 1,1,11,
3456.59,,Surface,5,Image 1,1,12,
4910.03,,Surface,5,Image 1,1,13,
6559.72,,Surface,5,Image 1,1,14,
2639.05,,Surface,5,Image 1,1,15,
