
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
350.874,216.495,21.1032,um,Surface,Position,1,0,
209.222,327.963,23.6111,um,Surface,Position,1,1,
240.198,275.866,20.9782,um,Surface,Position,1,2,
344.138,148.629,28.9617,um,Surface,Position,1,3,
324.739,147.377,32.1055,um,Surface,Position,1,4,
273.302,217.019,20.4208,um,Surface,Position,1,5,
207.955,205.511,31.8638,um,Surface,Position,1,6,
116.455,264.291,23.0338,um,Surface,Position,1,7,
302.544,139.59,21.1109,um,Surface,Position,1,8,
161.629,231.452,21.22,um,Surface,Position,1,9,
245.663,136.543,19.082,um,Surface,Position,1,10,
274.35,21.5511,19.6548,um,Surface,Position,1,11,
218.961,12.1966,18.1644,um,Surface,Position,1,12,
184.515,102.519,23.175,um,Surface,Position,1,13,
72.6177,146.537,23.8798,um,Surface,Position,1,14,
77.1867,117.398,21.5382,um,Surface,Position,1,15,
