
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
0,um,Surface,Image 1,1,0,
0,um,Surface,Image 1,1,1,
54.0368,um,Surface,Image 1,1,2,
0,um,Surface,Image 1,1,3,
17.8525,um,Surface,Image 1,1,4,
52.8897,um,Surface,Image 1,1,5,
134.982,um,Surface,Image 1,1,6,
78.9053,um,Surface,Image 1,1,7,
22.0934,um,Surface,Image 1,1,8,
96.9842,um,Surface,Image 1,1,9,
85.2764,um,Surface,Image 1,1,10,
0,um,Surface,Image 1,1,11,
0,um,Surface,Image 1,1,12,
64.2808,um,Surface,Image 1,1,13,
52.5922,um,Surface,Image 1,1,14,
55.0033,um,Surface,Image 1,1,15,
