
Distance from Origin
 ==================== 
Distance from Origin,Unit,Category,Collection,Time,ID,
412.829,um,Surface,Distance from Origin,1,0,
389.732,um,Surface,Distance from Origin,1,1,
366.384,um,Surface,Distance from Origin,1,2,
375.979,um,Surface,Distance from Origin,1,3,
358.059,um,Surface,Distance from Origin,1,4,
349.583,um,Surface,Distance from Origin,1,5,
294.101,um,Surface,Distance from Origin,1,6,
289.727,um,Surface,Distance from Origin,1,7,
333.862,um,Surface,Distance from Origin,1,8,
283.097,um,Surface,Distance from Origin,1,9,
281.706,um,Surface,Distance from Origin,1,10,
275.896,um,Surface,Distance from Origin,1,11,
220.051,um,Surface,Distance from Origin,1,12,
212.351,um,Surface,Distance from Origin,1,13,
165.278,um,Surface,Distance from Origin,1,14,
142.141,um,Surface,Distance from Origin,1,15,
