
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3161.16,,Surface,1,Image 1,1,0,
2984.64,,Surface,1,Image 1,1,1,
3097.35,,Surface,1,Image 1,1,2,
1513.6,,Surface,1,Image 1,1,3,
2160.69,,Surface,1,Image 1,1,4,
2936.56,,Surface,1,Image 1,1,5,
1970.85,,Surface,1,Image 1,1,6,
1672.91,,Surface,1,Image 1,1,7,
2545.58,,Surface,1,Image 1,1,8,
2355.41,,Surface,1,Image 1,1,9,
3049.93,,Surface,1,Image 1,1,10,
2690.99,,Surface,1,Image 1,1,11,
2442.35,,Surface,1,Image 1,1,12,
3549.31,,Surface,1,Image 1,1,13,
3633.22,,Surface,1,Image 1,1,14,
3140.84,,Surface,1,Image 1,1,15,
