
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
258,,Surface,3,Image 1,1,0,
248,,Surface,3,Image 1,1,1,
180,,Surface,3,Image 1,1,2,
190,,Surface,3,Image 1,1,3,
288,,Surface,3,Image 1,1,4,
66,,Surface,3,Image 1,1,5,
387,,Surface,3,Image 1,1,6,
472,,Surface,3,Image 1,1,7,
95,,Surface,3,Image 1,1,8,
119,,Surface,3,Image 1,1,9,
99,,Surface,3,Image 1,1,10,
182,,Surface,3,Image 1,1,11,
120,,Surface,3,Image 1,1,12,
148,,Surface,3,Image 1,1,13,
305,,Surface,3,Image 1,1,14,
111,,Surface,3,Image 1,1,15,
