
Intensity StdDev Ch=6 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
643.15,,Surface,6,Image 1,1,0,
699.478,,Surface,6,Image 1,1,1,
722.488,,Surface,6,Image 1,1,2,
471.292,,Surface,6,Image 1,1,3,
459.357,,Surface,6,Image 1,1,4,
715.037,,Surface,6,Image 1,1,5,
487.747,,Surface,6,Image 1,1,6,
903.37,,Surface,6,Image 1,1,7,
675.225,,Surface,6,Image 1,1,8,
682.302,,Surface,6,Image 1,1,9,
760.229,,Surface,6,Image 1,1,10,
642.607,,Surface,6,Image 1,1,11,
629.136,,Surface,6,Image 1,1,12,
905.98,,Surface,6,Image 1,1,13,
969.635,,Surface,6,Image 1,1,14,
686.543,,Surface,6,Image 1,1,15,
