ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,30939.8585,11321,350270138,350270138
ROI_0_IntensityCD31,10995.7755,11321,124483175,124483175
ROI_0_IntensityAbeta,4056.6736,11321,45925602,45925602
ROI_0_aSMA_IntensityaSMA,38639.4398,8765,338674690,338674690
ROI_0_aSMA_IntensityCD31,12377.2266,8765,108486391,108486391
ROI_0_aSMA_IntensityAbeta,3645.8014,8765,31955449,31955449
ROI_0_CD31_IntensityaSMA,33536.8657,7302,244886193,244886193
ROI_0_CD31_IntensityCD31,16803.5255,7302,122699343,122699343
ROI_0_CD31_IntensityAbeta,4590.0189,7302,33516318,33516318
ROI_0_Abeta_IntensityaSMA,32233.0401,1944,62661030,62661030
ROI_0_Abeta_IntensityCD31,12645.6039,1944,24583054,24583054
ROI_0_Abeta_IntensityAbeta,21514.3133,1944,41823825,41823825
