ROIname,Stuff intensity,Area,IntDen,RawIntDen
ROI_0_IntensityaSMA,24222.3566,40025,969499824,969499824
ROI_0_IntensityCD31,19270.1065,40025,771286014,771286014
ROI_0_IntensityAbeta,12838.1034,40025,513845087,513845087
ROI_0_aSMA_IntensityaSMA,31420.8141,29839,937565672,937565672
ROI_0_aSMA_IntensityCD31,20162.4169,29839,601626357,601626357
ROI_0_aSMA_IntensityAbeta,11825.4027,29839,352858190,352858190
ROI_0_CD31_IntensityaSMA,24086.7118,34343,827209943,827209943
ROI_0_CD31_IntensityCD31,22193.2385,34343,762182390,762182390
ROI_0_CD31_IntensityAbeta,12163.0308,34343,417714966,417714966
ROI_0_Abeta_IntensityaSMA,22080.198,18322,404553387,404553387
ROI_0_Abeta_IntensityCD31,18097.978,18322,331591153,331591153
ROI_0_Abeta_IntensityAbeta,27889.4455,18322,510990420,510990420
